timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
36540543,0.0,0.0,0.0,1
36941353,0.0,0.0,0.0,1
37342166,0.009712375,0.012898527,0.0027732756,0
37742943,0.016057415,0.020880241,0.005328239,0
38142955,0.024161229,0.034844734,0.0053290413,0
38543743,0.034935784,0.0467328,0.003109107,0
38938145,0.044016734,0.057588663,0.0055188662,0
39338161,0.050609995,0.077908725,0.0074358643,0
39746943,0.06268593,0.09972327,0.0065871575,0
40146946,0.07430036,0.10823319,0.007499089,0
40538943,0.0807469,0.13274702,0.005276416,0
40938943,0.0865472,0.14469014,0.0056308378,0
41339748,0.08874311,0.14879103,0.0060290666,0
41740570,0.08874311,0.14879103,0.0060290666,1
42141343,0.08874311,0.14879103,0.0060290666,1
42533359,0.08874311,0.14879103,0.0060290666,1
42942143,0.08874311,0.14879103,0.0060290666,1
43335777,0.08874311,0.14879103,0.0060290666,1
43743743,0.08874311,0.14879103,0.0060290666,1
44143753,0.08874311,0.14879103,0.0060290666,1
44544543,0.08874311,0.14879103,0.0060290666,1
44945382,0.08874311,0.14879103,0.0060290666,1
45354149,0.08874311,0.14879103,0.0060290666,1
45746153,0.08874311,0.14879103,0.0060290666,1
46146943,0.08874311,0.14879103,0.0060290666,1
46539743,0.08874311,0.14879103,0.0060290666,1
46947743,0.08874311,0.14879103,0.0060290666,1
47348588,0.08874311,0.14879103,0.0060290666,1
47741366,0.08874311,0.14879103,0.0060290666,1
48142143,0.08874311,0.14879103,0.0060290666,1
48542147,0.08874311,0.14879103,0.0060290666,1
48958958,0.08874311,0.14879103,0.0060290666,1
49351743,0.08874311,0.14879103,0.0060290666,1
49743747,0.08874311,0.14879103,0.0060290666,1
50144553,0.08874311,0.14879103,0.0060290666,1
50545382,0.08874311,0.14879103,0.0060290666,1
50946143,0.08874311,0.14879103,0.0060290666,1
51346998,0.08874311,0.14879103,0.0060290666,1
51746943,0.08874311,0.14879103,0.0060290666,1
52147743,0.08874311,0.14879103,0.0060290666,1
52548543,0.08874311,0.14879103,0.0060290666,1
52949382,0.08874311,0.14879103,0.0060290666,1
53341343,0.08874311,0.14879103,0.0060290666,1
53742143,0.08874311,0.14879103,0.0060290666,1
54150943,0.08874311,0.14879103,0.0060290666,1
54550943,0.08874311,0.14879103,0.0060290666,1
54959750,0.08874311,0.14879103,0.0060290666,1
55344548,0.08874311,0.14879103,0.0060290666,1
55752543,0.08874311,0.14879103,0.0060290666,1
56145388,0.08874311,0.14879103,0.0060290666,1
56546143,0.08874311,0.14879103,0.0060290666,1
56946943,0.08874311,0.14879103,0.0060290666,1
57346943,0.08874311,0.14879103,0.0060290666,1
57739777,0.08874311,0.14879103,0.0060290666,1
58140543,0.08874311,0.14879103,0.0060290666,1
58548543,0.08874311,0.14879103,0.0060290666,1
58941343,0.08874311,0.14879103,0.0060290666,1
59350143,0.08874311,0.14879103,0.0060290666,1
59742943,0.08874311,0.14879103,0.0060290666,1
60142943,0.08874311,0.14879103,0.0060290666,1
60543743,0.08874311,0.14879103,0.0060290666,1
60944543,0.08874311,0.14879103,0.0060290666,1
61144580,0.08874311,0.14879103,0.0060290666,1
61337343,0.08874311,0.14879103,0.0060290666,1
61529357,0.08874311,0.14879103,0.0060290666,1
61737358,0.08874311,0.14879103,0.0060290666,1
61946143,0.08874311,0.14879103,0.0060290666,1
62146153,0.08874311,0.14879103,0.0060290666,1
62338943,0.08874311,0.14879103,0.0060290666,1
62746943,0.08874311,0.14879103,0.0060290666,1
63147777,0.08874311,0.14879103,0.0060290666,1
63540552,0.08874311,0.14879103,0.0060290666,1
63940543,0.08874311,0.14879103,0.0060290666,1
64341345,0.08874311,0.14879103,0.0060290666,1
64758143,0.08874311,0.14879103,0.0060290666,1
65142971,0.08874311,0.14879103,0.0060290666,1
65542991,0.08874311,0.14879103,0.0060290666,1
65935743,0.08874311,0.14879103,0.0060290666,1
66336543,0.08874311,0.14879103,0.0060290666,1
66737346,0.08874311,0.14879103,0.0060290666,1
67145369,0.08874311,0.14879103,0.0060290666,1
67538143,0.08874311,0.14879103,0.0060290666,1
67930943,0.08874311,0.14879103,0.0060290666,1
68338943,0.08874311,0.14879103,0.0060290666,1
68755743,0.08874311,0.14879103,0.0060290666,1
69148592,0.08874311,0.14879103,0.0060290666,1
69540550,0.08874311,0.14879103,0.0060290666,1
69941343,0.08874311,0.14879103,0.0060290666,1
70350143,0.08874311,0.14879103,0.0060290666,1
70750993,0.08874311,0.14879103,0.0060290666,1
71142943,0.08874311,0.14879103,0.0060290666,1
71543755,0.08874311,0.14879103,0.0060290666,1
71936543,0.08874311,0.14879103,0.0060290666,1
72337343,0.08874311,0.14879103,0.0060290666,1
72737343,0.08874311,0.14879103,0.0060290666,1
73138143,0.08874311,0.14879103,0.0060290666,1
73538943,0.08874311,0.14879103,0.0060290666,1
73939753,0.08874311,0.14879103,0.0060290666,1
74339743,0.08874311,0.14879103,0.0060290666,1
74740546,0.08874311,0.14879103,0.0060290666,1
75141343,0.08874311,0.14879103,0.0060290666,1
75533343,0.08874311,0.14879103,0.0060290666,1
75934143,0.08874311,0.14879103,0.0060290666,1
76334985,0.08874311,0.14879103,0.0060290666,1
76735743,0.08874311,0.14879103,0.0060290666,1
77143743,0.08874311,0.14879103,0.0060290666,1
77536543,0.08874311,0.14879103,0.0060290666,1
77945382,0.08874311,0.14879103,0.0060290666,1
78338150,0.08874311,0.14879103,0.0060290666,1
78738143,0.08874311,0.14879103,0.0060290666,1
79154943,0.08874311,0.14879103,0.0060290666,1
79539743,0.08874311,0.14879103,0.0060290666,1
79963743,0.08874311,0.14879103,0.0060290666,1
80356549,0.08874311,0.14879103,0.0060290666,1
80773343,0.08874311,0.14879103,0.0060290666,1
81150224,0.08874311,0.14879103,0.0060290666,1
81550943,0.08874311,0.14879103,0.0060290666,1
81942957,0.08874311,0.14879103,0.0060290666,1
82343743,0.08874311,0.14879103,0.0060290666,1
82753343,0.08874311,0.14879103,0.0060290666,1
83146980,0.08874311,0.14879103,0.0060290666,1
83533343,0.08874311,0.14879103,0.0060290666,1
83934153,0.08874311,0.14879103,0.0060290666,1
84334943,0.08874311,0.14879103,0.0060290666,1
84742943,0.086521946,0.12692003,0.0065626274,0
85143795,0.08427602,0.117080346,0.01101882,0
85544543,0.0862126,0.09538979,0.011889458,0
85937343,0.09045971,0.069442585,0.008930389,0
86337343,0.09438686,0.048093744,0.0068498845,0
86746146,0.09359758,0.031326424,0.0093354285,0
87138943,0.08988365,0.02478308,0.008227294,0
87530943,0.087142274,0.016222082,0.006278038,0
87931750,0.08765436,0.005928643,0.0052916324,0
88333387,0.086645834,0.021789059,0.0040269704,0
88733378,0.0840825,0.03512614,0.002165621,0
89141357,0.07684568,0.039392877,0.0021612274,0
89534143,0.07002483,0.044744927,0.00038882685,0
89935743,0.06041119,0.043147307,0.0016615748,0
90336543,0.055043433,0.052218713,0.0031576578,0
90736543,0.050993048,0.06313097,0.0059585636,0
91136543,0.04541288,0.07128075,0.006527293,0
91529377,0.04541288,0.07128075,0.006527293,1
91937343,0.04541288,0.07128075,0.006527293,1
92338146,0.04541288,0.07128075,0.006527293,1
92746943,0.04541288,0.07128075,0.006527293,1
93146943,0.04541288,0.07128075,0.006527293,1
93540543,0.04541288,0.07128075,0.006527293,1
93932543,0.04541288,0.07128075,0.006527293,1
94341371,0.04541288,0.07128075,0.006527293,1
94741387,0.04541288,0.07128075,0.006527293,1
95142146,0.04541288,0.07128075,0.006527293,1
95542943,0.04541288,0.07128075,0.006527293,1
95943743,0.04541288,0.07128075,0.006527293,1
96335743,0.04541288,0.07128075,0.006527293,1
96744543,0.04541288,0.07128075,0.006527293,1
97145418,0.04541288,0.07128075,0.006527293,1
97538143,0.04541288,0.07128075,0.006527293,1
97938146,0.04541288,0.07128075,0.006527293,1
98338943,0.04541288,0.07128075,0.006527293,1
98764560,0.04541288,0.07128075,0.006527293,1
99148543,0.04541288,0.07128075,0.006527293,1
99548543,0.04541288,0.07128075,0.006527293,1
99941361,0.04541288,0.07128075,0.006527293,1
100342143,0.04541288,0.07128075,0.006527293,1
100750143,0.04541288,0.07128075,0.006527293,1
101142943,0.04541288,0.07128075,0.006527293,1
101543753,0.04541288,0.07128075,0.006527293,1
101943743,0.04541288,0.07128075,0.006527293,1
102336543,0.04541288,0.07128075,0.006527293,1
102737382,0.04541288,0.07128075,0.006527293,1
103130143,0.04541288,0.07128075,0.006527293,1
103538943,0.04541288,0.07128075,0.006527293,1
103946993,0.04541288,0.07128075,0.006527293,1
104339743,0.04541288,0.07128075,0.006527293,1
104748543,0.04541288,0.07128075,0.006527293,1
105156546,0.04541288,0.07128075,0.006527293,1
105557343,0.04541288,0.07128075,0.006527293,1
105950161,0.04541288,0.07128075,0.006527293,1
106342943,0.04541288,0.07128075,0.006527293,1
106750943,0.04541288,0.07128075,0.006527293,1
107151743,0.04541288,0.07128075,0.006527293,1
107552550,0.04541288,0.07128075,0.006527293,1
107953343,0.04541288,0.07128075,0.006527293,1
108337352,0.04541288,0.07128075,0.006527293,1
108762177,0.04541288,0.07128075,0.006527293,1
109202943,0.04541288,0.07128075,0.006527293,1
109595755,0.04541288,0.07128075,0.006527293,1
110003743,0.04541288,0.07128075,0.006527293,1
110396543,0.04541288,0.07128075,0.006527293,1
110813343,0.04541288,0.07128075,0.006527293,1
111197343,0.04541288,0.07128075,0.006527293,1
111598943,0.04541288,0.07128075,0.006527293,1
112006982,0.04541288,0.07128075,0.006527293,1
112406943,0.04541288,0.07128075,0.006527293,1
112807777,0.04541288,0.07128075,0.006527293,1
113200556,0.04541288,0.07128075,0.006527293,1
113593345,0.04541288,0.07128075,0.006527293,1
113977387,0.04541288,0.07128075,0.006527293,1
114386143,0.04541288,0.07128075,0.006527293,1
114770947,0.04541288,0.07128075,0.006527293,1
115170943,0.04541288,0.07128075,0.006527293,1
115587743,0.04541288,0.07128075,0.006527293,1
115973367,0.04541288,0.07128075,0.006527293,1
116373343,0.04541288,0.07128075,0.006527293,1
116774143,0.04541288,0.07128075,0.006527293,1
117174150,0.04541288,0.07128075,0.006527293,1
117574943,0.04541288,0.07128075,0.006527293,1
117967743,0.04541288,0.07128075,0.006527293,1
118367743,0.04541288,0.07128075,0.006527293,1
118768582,0.04541288,0.07128075,0.006527293,1
119178145,0.04541288,0.07128075,0.006527293,1
119562148,0.04541288,0.07128075,0.006527293,1
119970943,0.04541288,0.07128075,0.006527293,1
120386943,0.08371095,0.13454473,0.030699328,0
120803745,0.12771276,0.19388233,0.059577823,0
121187767,0.16681321,0.25291452,0.08975577,0
121596543,0.21778354,0.32433712,0.121659294,0
121997366,0.25898814,0.38860855,0.1586394,0
122406143,0.29504395,0.45212242,0.19391605,0
122822155,0.3270039,0.50229365,0.22770855,0
123206943,0.35439417,0.5390643,0.25793833,0
123599753,0.38436794,0.58357406,0.28718734,0
123991779,0.4085573,0.61032957,0.31275335,0
124392543,0.43318382,0.63577014,0.33738568,0
124801353,0.4147332,0.6070789,0.34535912,0
125177357,0.38889492,0.57660854,0.34448424,0
125587743,0.38640216,0.58524525,0.34107915,0
125987743,0.364585,0.5569355,0.34199914,0
126396543,0.3538865,0.53988945,0.34565678,0
126805383,0.33700502,0.513002,0.34044388,0
127198188,0.3671443,0.555859,0.34559616,0
127590176,0.39063573,0.5787444,0.3492704,0
127982943,0.41197893,0.6087146,0.35708514,0
128383750,0.43035504,0.6251174,0.36244288,0
128815743,0.45284066,0.6581586,0.3705631,0
129177377,0.46705478,0.66789633,0.37727702,0
129586146,0.4900908,0.69386333,0.38049474,0
129978983,0.49682125,0.6982294,0.38322347,0
130370943,0.45749423,0.6488628,0.37992305,0
130786943,0.41575196,0.5979715,0.37466526,0
131178943,0.39037552,0.5687699,0.36599022,0
131562943,0.36288053,0.5332257,0.3582795,0
131971753,0.40205362,0.59318054,0.36662564,0
132372545,0.43085113,0.626868,0.3897323,0
132789349,0.46103394,0.6777397,0.4139355,0
133174143,0.43051222,0.62966156,0.41697434,0
133574143,0.3936337,0.5804278,0.41720617,0
133990943,0.35611945,0.5321349,0.4120621,0
134382943,0.38560098,0.5875612,0.41498613,0
134807746,0.34999403,0.544234,0.40632567,0
135208557,0.32682198,0.51950634,0.40182358,0
135608543,0.3069344,0.4966302,0.389781,0
136218177,0.2813665,0.4596577,0.38036036,0
136626143,0.26949203,0.44260535,0.36748672,0
137210943,0.2490434,0.41922238,0.3454032,0
137603743,0.23457697,0.40118763,0.3341153,0
138003753,0.21514714,0.37270042,0.32306436,0
138404588,0.20667407,0.36406296,0.3096868,0
138805389,0.19096403,0.34192282,0.2986081,0
139198943,0.1745293,0.3106655,0.28537038,0
139607747,0.2131892,0.37904975,0.2781196,0
139999743,0.20465188,0.3660407,0.26744717,0
140401345,0.19297847,0.34488615,0.2607894,0
140818146,0.17398876,0.3039737,0.25518584,0
141202143,0.16214623,0.2784023,0.24768575,0
141610144,0.15160675,0.26044226,0.23566326,0
142002153,0.13497637,0.22933245,0.22667329,0
142402146,0.11897042,0.19105227,0.21699795,0
142802956,0.11799846,0.18531874,0.20288712,0
143219743,0.15980965,0.2609523,0.20610145,0
143604552,0.14917001,0.23501012,0.20301618,0
144012543,0.14257869,0.2193151,0.19803192,0
144405403,0.12892616,0.17981169,0.19139053,0
144822187,0.16681017,0.25493813,0.19642566,0
145214946,0.20907009,0.3241827,0.20668012,0
145622943,0.2538749,0.39255556,0.22786152,0
146225382,0.3104667,0.4887455,0.27085358,0
147010943,0.37446967,0.6080737,0.31670946,0
147403786,0.41274795,0.66219205,0.3372618,0
147819743,0.45449108,0.7183797,0.35425413,0
148211743,0.49188295,0.7686192,0.3770447,0
148605387,0.5280071,0.81709176,0.4008458,0
149214151,0.5708731,0.889103,0.43005997,0
149606146,0.52358514,0.8036505,0.4432794,0
150006146,0.48026323,0.72920555,0.4479403,0
150414192,0.43281627,0.6501521,0.4506545,0
150830943,0.38663426,0.5744158,0.44878536,0
151415743,0.34181696,0.5034256,0.4434472,0
151815743,0.30349156,0.4415888,0.4300096,0
